event_id,user_id,event_type,timestamp
evt_437960,user_20,upgrade,2024-02-03 04:00:00
evt_993085,user_20,signup,2024-02-04 16:00:00
evt_357420,user_20,verify_email,2024-02-07 15:00:00
evt_971084,user_20,login,2024-02-11 11:00:00
evt_190872,user_20,verify_email,2024-02-11 20:00:00
evt_322423,user_21,upgrade,2024-02-02 15:00:00
evt_472060,user_21,click,2024-02-04 14:00:00
evt_936587,user_21,verify_email,2024-02-07 00:00:00
evt_370902,user_21,login,2024-02-12 10:00:00
evt_456871,user_21,upgrade,2024-02-15 19:00:00
evt_393243,user_21,click,2024-02-18 12:00:00
evt_725113,user_21,login,2024-02-25 14:00:00
evt_421080,user_22,upgrade,2024-02-01 07:00:00
evt_796212,user_22,upgrade,2024-02-01 09:00:00
evt_709805,user_22,click,2024-02-06 12:00:00
evt_486945,user_22,signup,2024-02-14 14:00:00
evt_596249,user_22,login,2024-02-14 17:00:00
evt_680358,user_22,click,2024-02-15 06:00:00
evt_656711,user_22,verify_email,2024-02-16 00:00:00
evt_460455,user_22,click,2024-02-19 22:00:00
evt_546173,user_22,verify_email,2024-02-21 07:00:00
evt_882169,user_22,signup,2024-02-21 15:00:00
evt_677124,user_22,login,2024-02-22 13:00:00
evt_446859,user_22,signup,2024-02-23 07:00:00
evt_468900,user_22,upgrade,2024-02-24 00:00:00
evt_836996,user_22,click,2024-02-27 08:00:00
evt_897135,user_23,click,2024-03-08 23:00:00
evt_650121,user_23,login,2024-03-08 23:00:00
evt_725780,user_23,verify_email,2024-03-10 06:00:00
evt_396745,user_23,login,2024-03-11 10:00:00
evt_205409,user_23,login,2024-03-11 23:00:00
evt_973074,user_23,login,2024-03-13 07:00:00
evt_303547,user_23,verify_email,2024-03-13 09:00:00
evt_410636,user_23,login,2024-03-20 08:00:00
evt_338533,user_23,login,2024-03-22 22:00:00
evt_478411,user_23,upgrade,2024-03-28 18:00:00
evt_831295,user_24,click,2024-03-19 01:00:00
evt_232413,user_24,login,2024-03-22 08:00:00
evt_768854,user_24,login,2024-03-27 00:00:00
evt_889359,user_24,click,2024-04-04 09:00:00
evt_614723,user_24,signup,2024-04-09 17:00:00
evt_293319,user_25,click,2024-01-18 10:00:00
evt_153872,user_25,click,2024-01-19 15:00:00
evt_364742,user_25,login,2024-01-22 09:00:00
evt_600935,user_25,login,2024-01-31 00:00:00
evt_156213,user_26,verify_email,2024-03-14 18:00:00
evt_259097,user_26,login,2024-03-24 15:00:00
evt_256445,user_26,signup,2024-04-01 21:00:00
evt_950544,user_26,click,2024-04-07 02:00:00
evt_163156,user_27,signup,2024-01-28 07:00:00
evt_739244,user_27,login,2024-01-29 17:00:00
evt_876039,user_27,upgrade,2024-02-02 16:00:00
evt_204053,user_27,click,2024-02-04 18:00:00
evt_899787,user_27,verify_email,2024-02-07 14:00:00
evt_317881,user_27,verify_email,2024-02-08 09:00:00
evt_755900,user_27,signup,2024-02-13 19:00:00
evt_321275,user_27,login,2024-02-14 19:00:00
evt_377501,user_27,signup,2024-02-19 13:00:00
evt_792509,user_27,login,2024-02-20 19:00:00
evt_185131,user_27,upgrade,2024-02-24 14:00:00
evt_264686,user_27,verify_email,2024-02-25 09:00:00
evt_342720,user_28,click,2024-04-01 13:00:00
evt_402099,user_28,upgrade,2024-04-03 05:00:00
evt_841296,user_28,signup,2024-04-06 17:00:00
evt_396451,user_28,click,2024-04-10 01:00:00
evt_837135,user_28,login,2024-04-15 22:00:00
evt_576086,user_28,upgrade,2024-04-20 15:00:00
evt_942956,user_29,login,2024-04-11 21:00:00
evt_307428,user_29,login,2024-04-14 07:00:00
evt_545790,user_29,login,2024-04-18 20:00:00
evt_220351,user_29,click,2024-04-22 08:00:00
evt_522060,user_30,click,2024-04-01 01:00:00
evt_385470,user_30,login,2024-04-03 08:00:00
evt_624783,user_30,click,2024-04-04 09:00:00
evt_666211,user_30,verify_email,2024-04-06 20:00:00
evt_617781,user_30,verify_email,2024-04-08 22:00:00
evt_559023,user_30,verify_email,2024-04-13 03:00:00
evt_184349,user_30,login,2024-04-13 22:00:00
evt_727086,user_30,verify_email,2024-04-18 23:00:00
evt_141797,user_30,upgrade,2024-04-25 04:00:00
evt_553014,user_30,verify_email,2024-04-25 18:00:00
evt_870214,user_30,login,2024-04-28 09:00:00
evt_900177,user_31,verify_email,2024-03-10 02:00:00
evt_893005,user_31,click,2024-03-17 21:00:00
evt_283700,user_31,upgrade,2024-03-28 00:00:00
evt_593355,user_31,login,2024-03-28 01:00:00
evt_644173,user_31,click,2024-03-29 08:00:00
evt_783157,user_31,signup,2024-04-03 21:00:00
evt_563711,user_31,click,2024-04-05 08:00:00
evt_391668,user_31,verify_email,2024-04-05 18:00:00
evt_802685,user_32,upgrade,2024-02-25 15:00:00
evt_209680,user_32,signup,2024-03-04 10:00:00
evt_999398,user_32,login,2024-03-05 13:00:00
evt_268637,user_32,click,2024-03-12 13:00:00
evt_445824,user_32,verify_email,2024-03-14 15:00:00
evt_964998,user_33,verify_email,2024-01-30 14:00:00
evt_101206,user_33,signup,2024-01-31 10:00:00
evt_789606,user_33,login,2024-02-01 12:00:00
evt_668950,user_33,login,2024-02-06 10:00:00
evt_584417,user_33,verify_email,2024-02-07 21:00:00
evt_533321,user_33,login,2024-02-20 15:00:00
evt_156837,user_33,signup,2024-02-24 17:00:00
evt_296694,user_33,click,2024-02-25 16:00:00
evt_643623,user_33,verify_email,2024-02-28 12:00:00
evt_130271,user_34,verify_email,2024-03-04 08:00:00
evt_760626,user_34,signup,2024-03-12 22:00:00
evt_738448,user_34,login,2024-03-13 03:00:00
evt_938141,user_34,click,2024-03-15 04:00:00
evt_350921,user_34,login,2024-03-17 15:00:00
evt_844261,user_34,verify_email,2024-03-18 14:00:00
evt_266071,user_34,click,2024-03-22 01:00:00
evt_425845,user_34,click,2024-03-27 09:00:00
evt_251668,user_35,verify_email,2024-03-16 17:00:00
evt_502219,user_35,click,2024-03-23 03:00:00
evt_299869,user_35,upgrade,2024-03-25 16:00:00
evt_728492,user_35,verify_email,2024-03-29 02:00:00
evt_632929,user_35,click,2024-03-29 15:00:00
evt_882544,user_35,click,2024-03-30 03:00:00
evt_243139,user_35,login,2024-03-30 17:00:00
evt_173201,user_35,signup,2024-03-31 07:00:00
evt_389666,user_35,signup,2024-03-31 22:00:00
evt_910208,user_35,click,2024-04-05 04:00:00
evt_928381,user_35,upgrade,2024-04-07 08:00:00
evt_899929,user_36,login,2024-02-13 00:00:00
evt_669827,user_36,login,2024-02-14 18:00:00
evt_495533,user_36,login,2024-02-14 23:00:00
evt_577463,user_36,login,2024-02-15 16:00:00
evt_437408,user_36,login,2024-02-15 17:00:00
evt_297816,user_36,signup,2024-02-19 17:00:00
evt_831380,user_36,click,2024-02-20 04:00:00
evt_350405,user_36,login,2024-02-20 11:00:00
evt_699573,user_36,click,2024-02-23 21:00:00
evt_718849,user_37,verify_email,2024-04-14 10:00:00
evt_448121,user_37,signup,2024-04-17 15:00:00
evt_205239,user_37,verify_email,2024-04-17 16:00:00
evt_986088,user_37,login,2024-04-20 13:00:00
evt_561694,user_37,upgrade,2024-04-25 21:00:00
evt_204555,user_37,verify_email,2024-05-05 12:00:00
evt_651499,user_37,click,2024-05-06 15:00:00
evt_579123,user_37,login,2024-05-08 20:00:00
evt_116093,user_37,click,2024-05-13 01:00:00
evt_137642,user_38,verify_email,2024-04-25 02:00:00
evt_747453,user_38,click,2024-04-25 13:00:00
evt_171744,user_38,click,2024-05-01 19:00:00
evt_346174,user_38,verify_email,2024-05-03 10:00:00
evt_761820,user_38,verify_email,2024-05-06 08:00:00
evt_817644,user_38,click,2024-05-11 02:00:00
evt_401338,user_38,upgrade,2024-05-11 22:00:00
evt_338536,user_38,signup,2024-05-13 12:00:00
evt_883041,user_38,click,2024-05-18 10:00:00
evt_194769,user_38,upgrade,2024-05-18 17:00:00
evt_555052,user_38,click,2024-05-18 17:00:00
evt_203225,user_38,upgrade,2024-05-18 20:00:00
evt_897305,user_38,click,2024-05-18 21:00:00
evt_764532,user_38,login,2024-05-19 15:00:00
evt_501126,user_39,login,2024-01-02 10:00:00
evt_749813,user_39,login,2024-01-03 19:00:00
evt_816318,user_39,click,2024-01-05 07:00:00
evt_352528,user_39,click,2024-01-06 05:00:00
evt_621841,user_39,verify_email,2024-01-10 11:00:00
evt_711484,user_39,click,2024-01-12 13:00:00
evt_250069,user_39,click,2024-01-15 05:00:00
evt_343467,user_39,login,2024-01-17 13:00:00
evt_583550,user_39,login,2024-01-19 21:00:00
evt_768891,user_39,login,2024-01-23 09:00:00
evt_366314,user_39,verify_email,2024-01-26 01:00:00
evt_581894,user_39,verify_email,2024-01-26 05:00:00
evt_367729,user_39,signup,2024-01-28 03:00:00
evt_799233,user_39,verify_email,2024-01-29 00:00:00
evt_265649,user_40,login,2024-04-28 17:00:00
evt_177449,user_40,login,2024-05-05 09:00:00
evt_563187,user_40,signup,2024-05-05 14:00:00
evt_476395,user_41,click,2024-04-16 07:00:00
evt_702733,user_41,verify_email,2024-04-19 12:00:00
evt_410244,user_41,upgrade,2024-04-25 18:00:00
evt_833247,user_41,upgrade,2024-04-27 09:00:00
evt_409571,user_41,verify_email,2024-05-01 09:00:00
evt_123005,user_41,login,2024-05-03 13:00:00
evt_970357,user_41,signup,2024-05-05 08:00:00
evt_790203,user_41,login,2024-05-10 15:00:00
evt_299367,user_42,login,2024-01-22 19:00:00
evt_751051,user_42,verify_email,2024-01-28 20:00:00
evt_362801,user_42,login,2024-01-29 00:00:00
evt_810687,user_42,verify_email,2024-02-08 21:00:00
evt_892280,user_42,verify_email,2024-02-09 11:00:00
evt_855948,user_42,login,2024-02-13 15:00:00
evt_904751,user_42,login,2024-02-14 07:00:00
evt_791201,user_42,login,2024-02-14 23:00:00
evt_813928,user_42,login,2024-02-16 09:00:00
evt_482584,user_43,upgrade,2024-03-31 18:00:00
evt_867934,user_43,verify_email,2024-04-08 14:00:00
evt_237795,user_43,login,2024-04-19 01:00:00
evt_194511,user_43,login,2024-04-19 03:00:00
evt_409445,user_43,login,2024-04-27 20:00:00
evt_945664,user_44,upgrade,2024-02-28 17:00:00
evt_409478,user_44,click,2024-02-29 06:00:00
evt_882824,user_44,login,2024-03-03 15:00:00
evt_455168,user_44,click,2024-03-11 16:00:00
evt_943298,user_44,upgrade,2024-03-18 13:00:00
evt_220764,user_44,upgrade,2024-03-21 05:00:00
evt_591081,user_44,click,2024-03-23 11:00:00
evt_178957,user_44,click,2024-03-24 08:00:00
evt_929090,user_45,verify_email,2024-02-24 02:00:00
evt_513741,user_45,verify_email,2024-02-25 17:00:00
evt_114594,user_45,login,2024-03-07 21:00:00
evt_377304,user_45,signup,2024-03-08 07:00:00
evt_662636,user_45,login,2024-03-11 21:00:00
evt_962367,user_46,verify_email,2024-02-19 11:00:00
evt_769567,user_46,login,2024-02-23 12:00:00
evt_489518,user_46,click,2024-02-26 08:00:00
evt_213609,user_46,upgrade,2024-02-26 23:00:00
evt_221761,user_47,signup,2024-01-20 19:00:00
evt_201913,user_47,login,2024-01-22 20:00:00
evt_346205,user_47,click,2024-01-24 01:00:00
evt_663658,user_47,signup,2024-01-27 15:00:00
evt_242254,user_47,click,2024-01-27 20:00:00
evt_507524,user_47,login,2024-01-29 15:00:00
evt_575679,user_47,login,2024-01-29 20:00:00
evt_489033,user_47,upgrade,2024-01-30 19:00:00
evt_803055,user_47,verify_email,2024-02-02 03:00:00
evt_879238,user_47,login,2024-02-15 14:00:00
evt_830316,user_47,click,2024-02-17 17:00:00
evt_666432,user_47,signup,2024-02-18 22:00:00
evt_539486,user_47,login,2024-02-19 01:00:00
evt_485178,user_48,upgrade,2024-01-29 22:00:00
evt_670913,user_48,verify_email,2024-01-31 21:00:00
evt_776149,user_48,click,2024-02-01 13:00:00
evt_476096,user_48,login,2024-02-08 06:00:00
evt_163491,user_48,login,2024-02-11 14:00:00
evt_517479,user_48,login,2024-02-16 13:00:00
evt_389282,user_48,verify_email,2024-02-17 03:00:00
evt_299028,user_48,upgrade,2024-02-20 23:00:00
evt_228093,user_48,upgrade,2024-02-23 15:00:00
evt_989227,user_48,login,2024-02-24 11:00:00
evt_964226,user_48,click,2024-02-27 07:00:00
evt_576805,user_48,login,2024-02-27 08:00:00
evt_355400,user_49,login,2024-04-08 10:00:00
evt_232040,user_49,login,2024-04-26 00:00:00
evt_925206,user_49,login,2024-04-27 20:00:00
evt_692002,user_49,login,2024-04-28 06:00:00
evt_251716,user_50,click,2024-02-13 08:00:00
evt_236306,user_50,login,2024-02-15 17:00:00
evt_666456,user_50,signup,2024-02-19 07:00:00
evt_362829,user_50,verify_email,2024-02-19 18:00:00
evt_937302,user_50,login,2024-02-23 04:00:00
evt_282973,user_50,click,2024-03-09 19:00:00
evt_116547,user_51,login,2024-01-18 00:00:00
evt_282710,user_51,login,2024-01-25 07:00:00
evt_378258,user_51,login,2024-02-01 10:00:00
evt_154944,user_51,login,2024-02-04 00:00:00
evt_638169,user_52,login,2024-01-27 14:00:00
evt_722503,user_52,login,2024-01-28 03:00:00
evt_214351,user_52,click,2024-02-04 02:00:00
evt_573962,user_52,click,2024-02-04 13:00:00
evt_628313,user_52,login,2024-02-05 11:00:00
evt_163780,user_53,signup,2024-02-19 23:00:00
evt_602248,user_53,verify_email,2024-03-03 20:00:00
evt_988456,user_53,signup,2024-03-05 09:00:00
evt_521126,user_53,login,2024-03-14 21:00:00
evt_546980,user_53,login,2024-03-19 00:00:00
evt_819425,user_53,login,2024-03-19 19:00:00
evt_255539,user_54,login,2024-01-15 02:00:00
evt_168872,user_54,signup,2024-01-23 19:00:00
evt_232321,user_54,login,2024-01-28 22:00:00
evt_388375,user_54,verify_email,2024-02-11 14:00:00
evt_339592,user_55,login,2024-02-18 20:00:00
evt_533914,user_55,verify_email,2024-02-24 14:00:00
evt_455395,user_55,click,2024-02-25 12:00:00
evt_967611,user_55,verify_email,2024-02-28 03:00:00
evt_575528,user_55,upgrade,2024-02-28 14:00:00
evt_518098,user_55,login,2024-03-02 19:00:00
evt_536196,user_55,click,2024-03-03 22:00:00
evt_865054,user_55,login,2024-03-05 16:00:00
evt_199704,user_55,click,2024-03-06 17:00:00
evt_427730,user_55,click,2024-03-06 18:00:00
evt_547494,user_55,login,2024-03-09 06:00:00
evt_427704,user_55,login,2024-03-11 22:00:00
evt_530764,user_56,login,2024-04-20 02:00:00
evt_470774,user_56,login,2024-04-20 13:00:00
evt_797660,user_56,signup,2024-04-21 23:00:00
evt_886730,user_56,login,2024-04-26 11:00:00
evt_543481,user_56,login,2024-05-05 01:00:00
evt_856086,user_56,login,2024-05-05 10:00:00
evt_153945,user_56,click,2024-05-06 17:00:00
evt_401601,user_56,login,2024-05-09 03:00:00
evt_729575,user_56,upgrade,2024-05-09 15:00:00
evt_427626,user_56,verify_email,2024-05-11 11:00:00
evt_468727,user_56,login,2024-05-13 04:00:00
evt_208633,user_56,login,2024-05-14 02:00:00
evt_705991,user_56,login,2024-05-18 04:00:00
evt_773918,user_57,click,2024-02-20 04:00:00
evt_683783,user_57,verify_email,2024-02-21 03:00:00
evt_127529,user_57,click,2024-02-25 03:00:00
evt_738577,user_57,login,2024-02-25 17:00:00
evt_789786,user_57,login,2024-03-03 07:00:00
evt_969752,user_57,login,2024-03-04 21:00:00
evt_827157,user_57,login,2024-03-06 15:00:00
evt_380439,user_57,login,2024-03-09 08:00:00
evt_130359,user_57,login,2024-03-09 19:00:00
evt_289179,user_57,signup,2024-03-10 13:00:00
evt_386544,user_57,login,2024-03-12 17:00:00
evt_440140,user_58,signup,2024-03-20 23:00:00
evt_914571,user_58,login,2024-03-22 23:00:00
evt_695164,user_58,login,2024-03-23 04:00:00
evt_725185,user_58,login,2024-03-23 11:00:00
evt_189083,user_58,login,2024-03-27 23:00:00
evt_155164,user_58,signup,2024-03-29 00:00:00
evt_263137,user_58,login,2024-03-30 02:00:00
evt_265056,user_58,login,2024-03-30 13:00:00
evt_891083,user_58,login,2024-04-01 10:00:00
evt_747850,user_58,click,2024-04-03 06:00:00
evt_152179,user_58,signup,2024-04-05 21:00:00
evt_806707,user_58,login,2024-04-07 00:00:00
evt_185544,user_58,login,2024-04-11 09:00:00
evt_385320,user_58,login,2024-04-16 10:00:00
evt_799539,user_59,verify_email,2024-02-06 11:00:00
evt_423401,user_59,verify_email,2024-02-11 06:00:00
evt_147623,user_59,click,2024-02-12 21:00:00
evt_331230,user_59,login,2024-02-16 03:00:00
evt_514463,user_59,login,2024-02-17 13:00:00
evt_728437,user_59,login,2024-02-18 16:00:00
evt_157443,user_59,login,2024-02-18 19:00:00
evt_108060,user_59,verify_email,2024-02-24 13:00:00
evt_314353,user_59,login,2024-02-24 18:00:00
evt_416061,user_59,login,2024-02-27 16:00:00
evt_235461,user_60,upgrade,2024-04-16 00:00:00
evt_498676,user_60,verify_email,2024-04-22 10:00:00
evt_658453,user_60,login,2024-04-26 05:00:00
evt_837852,user_60,login,2024-04-28 23:00:00
evt_341288,user_60,login,2024-05-07 04:00:00
evt_624563,user_60,login,2024-05-07 08:00:00
evt_537983,user_61,login,2024-01-06 14:00:00
evt_403578,user_61,click,2024-01-07 13:00:00
evt_220768,user_61,click,2024-01-08 12:00:00
evt_524707,user_61,login,2024-01-24 12:00:00
evt_121869,user_61,click,2024-01-24 13:00:00
evt_440544,user_61,login,2024-01-28 20:00:00
evt_280222,user_61,login,2024-01-31 11:00:00
evt_940247,user_61,signup,2024-02-01 21:00:00
evt_748151,user_61,upgrade,2024-02-02 10:00:00
evt_582446,user_61,verify_email,2024-02-02 23:00:00
evt_972442,user_61,verify_email,2024-02-04 02:00:00
evt_468154,user_62,signup,2024-04-05 13:00:00
evt_862712,user_62,login,2024-04-05 16:00:00
evt_958729,user_62,verify_email,2024-04-09 11:00:00
evt_776796,user_62,verify_email,2024-04-10 10:00:00
evt_954628,user_62,signup,2024-04-10 13:00:00
evt_254864,user_62,verify_email,2024-04-15 09:00:00
evt_347745,user_62,login,2024-04-19 02:00:00
evt_207798,user_62,login,2024-04-19 16:00:00
evt_253557,user_62,login,2024-04-21 12:00:00
evt_368402,user_62,login,2024-04-23 03:00:00
evt_306854,user_62,login,2024-04-26 10:00:00
evt_281926,user_62,signup,2024-04-27 05:00:00
evt_731661,user_62,login,2024-04-30 03:00:00
evt_260295,user_62,upgrade,2024-05-02 11:00:00
evt_935012,user_63,login,2024-03-01 05:00:00
evt_388016,user_63,verify_email,2024-03-09 04:00:00
evt_720148,user_63,login,2024-03-13 02:00:00
evt_158900,user_63,login,2024-03-13 21:00:00
evt_469038,user_63,login,2024-03-14 14:00:00
evt_631981,user_63,verify_email,2024-03-14 14:00:00
evt_177794,user_63,verify_email,2024-03-18 10:00:00
evt_425486,user_63,verify_email,2024-03-19 09:00:00
evt_584172,user_63,upgrade,2024-03-19 20:00:00
evt_573866,user_63,click,2024-03-23 18:00:00
evt_139434,user_63,verify_email,2024-03-23 18:00:00
evt_159653,user_63,verify_email,2024-03-23 20:00:00
evt_486649,user_63,click,2024-03-26 20:00:00
evt_972097,user_63,verify_email,2024-03-28 18:00:00
evt_401022,user_63,verify_email,2024-03-29 20:00:00
evt_681242,user_64,upgrade,2024-03-23 18:00:00
